ref_a,ref_b
ref-b-5561108,ref-bible-1292168
ref-b-5561571,ref-bible-1292747
ref-b-5562424,ref-bible-1293412
ref-b-5570242,ref-bible-625306
ref-b-5758819,ref-bible-658858
ref-b-5804820,ref-bible-1464672
ref-b-5808186,ref-bible-1464525
ref-b-5925529,ref-bible-1261168
ref-b-5962677,ref-bible-1390463
ref-b-5967728,ref-bible-1572650
ref-b-5967728,ref-bible-1572650
ref-b-6005165,ref-bible-591504
ref-b-6005165,ref-bible-591504
ref-b-6005165,ref-bible-1460931
ref-b-6005165,ref-bible-1460931
ref-b-6012597,ref-bible-1149906
ref-b-6021423,ref-bible-1136066
ref-b-6103872,ref-bible-424526
ref-b-6155137,ref-bible-376902
ref-b-6184456,ref-bible-755663
ref-b-6210226,ref-bible-15318
ref-b-6278907,ref-bible-1295256
ref-b-6282107,ref-bible-728174
ref-b-6282145,ref-bible-730143
ref-b-6282145,ref-bible-730143
ref-b-6296581,ref-bible-1471777
ref-b-6300585,ref-bible-923502
ref-b-6303548,ref-bible-1423353
ref-b-6303548,ref-bible-1423353
ref-b-6311485,ref-bible-792176
ref-b-6319870,ref-bible-889224
ref-b-6324661,ref-bible-881831
ref-b-6330726,ref-bible-1455279
ref-b-6330726,ref-bible-1455279
ref-b-6344291,ref-bible-1076341
ref-b-6352602,ref-bible-1579594
ref-b-6354470,ref-bible-682550
ref-b-6354832,ref-bible-682726
ref-b-6355365,ref-bible-739008
ref-b-6359523,ref-bible-702497
ref-b-6362575,ref-bible-1567488
ref-b-6374439,ref-bible-1016312
ref-b-6386628,ref-bible-606598
ref-b-6390748,ref-bible-725124
ref-b-6393271,ref-bible-1311640
ref-b-6401669,ref-bible-1317112
ref-b-6410800,ref-bible-1151847
ref-b-6422565,ref-bible-694811
ref-b-6495334,ref-bible-1151124
ref-b-6496680,ref-bible-1159164
ref-b-6509803,ref-bible-1151847
ref-b-6660235,ref-bible-359688
ref-b-6798531,ref-bible-1584412
ref-b-6964189,ref-bible-1245424
ref-b-7137590,ref-bible-545188
ref-b-7137590,ref-bible-545188
ref-b-7244399,ref-bible-742240
ref-b-7480037,ref-bible-1069500
ref-b-8279486,ref-bible-442942
ref-b-8279486,ref-bible-465383
ref-b-8279486,ref-bible-442942
ref-b-8279486,ref-bible-465383
ref-y-980,ref-b-1612
ref-y-24425,ref-b-187354
ref-y-25992,ref-bible-1513668
ref-y-30529,ref-b-64014
ref-y-30529,ref-b-64014
ref-y-39539,ref-b-379927
ref-y-45789,ref-b-2574908
ref-y-49213,ref-b-80591
ref-y-62104,ref-b-2741662
ref-y-63374,ref-b-2725832
ref-y-74793,ref-b-112528
ref-y-74793,ref-b-112528
ref-y-81993,ref-b-166827
ref-y-83220,ref-b-139178
ref-y-85163,ref-b-8503211
ref-y-85163,ref-b-8503211
ref-y-95923,ref-b-84004
ref-y-109307,ref-b-164850
ref-y-111444,ref-b-178338
ref-y-140171,ref-b-228559
ref-y-145581,ref-b-254883
ref-y-145581,ref-b-255155
ref-y-145581,ref-b-254883
ref-y-145581,ref-b-255155
ref-y-146244,ref-b-106361
ref-y-162559,ref-b-232599
ref-y-165110,ref-b-2240330
ref-y-169110,ref-b-247946
ref-y-169110,ref-b-247946
ref-y-170114,ref-b-310966
ref-y-181252,ref-b-311801
ref-y-181252,ref-b-312135
ref-y-192185,ref-b-847389
ref-y-193894,ref-b-327610
ref-y-195400,ref-b-331911
ref-y-195400,ref-b-331921
ref-y-195960,ref-b-3983485
ref-y-207475,ref-b-2095769
ref-y-210991,ref-b-4491559
ref-y-210991,ref-b-4491559
ref-y-217132,ref-bible-28624
ref-y-220439,ref-b-4527742
ref-y-220439,ref-b-4527742
ref-y-243901,ref-b-5888781
ref-y-248376,ref-bible-1500299
ref-y-250533,ref-b-424427
ref-y-250533,ref-b-424427
ref-y-469541,ref-b-2286342
ref-y-479141,ref-b-4101101
ref-y-485426,ref-b-4102328
ref-y-487228,ref-b-3719189
ref-y-487482,ref-b-3719315
ref-y-487482,ref-b-3719315
ref-y-506326,ref-b-6697610
ref-y-506326,ref-b-4587767
ref-y-506815,ref-b-2069462
ref-y-507405,ref-b-864276
ref-y-507405,ref-b-864276
ref-y-512280,ref-b-1440096
ref-y-523916,ref-b-8224003
ref-y-571976,ref-b-7006736
ref-y-600113,ref-b-4617269
ref-y-616794,ref-b-1303386
ref-y-663654,ref-b-5396794
ref-y-801523,ref-b-4102328
ref-y-801680,ref-b-4102328
ref-y-804344,ref-b-7892353
ref-y-804344,ref-b-7892353
ref-y-804344,ref-b-5051476
ref-y-834425,ref-b-1412258
ref-y-834425,ref-b-3840199
ref-y-834425,ref-b-4520251
ref-y-881276,ref-b-5952029
ref-y-882819,ref-b-7196235
ref-y-882819,ref-b-7196235
ref-y-892770,ref-b-1971288
ref-y-894470,ref-b-366543
ref-y-901826,ref-b-385279
ref-y-901826,ref-b-385279
ref-y-905226,ref-b-6577683
ref-y-907052,ref-b-393943
ref-y-907052,ref-b-393977
ref-y-926023,ref-b-432580
ref-y-927397,ref-b-442278
ref-y-947296,ref-b-494504
ref-y-950086,ref-b-499959
ref-y-950642,ref-b-501486
ref-y-950642,ref-b-506125
ref-y-970544,ref-b-864276
ref-y-970544,ref-b-864276
ref-y-974367,ref-b-385279
ref-y-974985,ref-b-556974
ref-y-986788,ref-b-8413208
ref-y-1005067,ref-b-876344
ref-y-1020497,ref-b-7464456
ref-y-1031830,ref-b-643247
ref-y-1031830,ref-b-643247
ref-y-1045624,ref-b-717878
ref-y-1045624,ref-b-720682
ref-y-1054274,ref-b-703432
ref-y-1054280,ref-b-703432
ref-y-1054280,ref-b-703432
ref-y-1075744,ref-b-778088
ref-y-1090348,ref-b-1487886
ref-y-1092755,ref-b-839139
ref-y-1092755,ref-b-839139
ref-y-1161824,ref-b-5595993
ref-y-1161824,ref-b-5595993
ref-y-1175986,ref-b-1162820
ref-y-1208993,ref-b-8680395
ref-y-1222128,ref-b-1249813
ref-y-1222128,ref-b-2334154
ref-y-1222128,ref-b-2334154
ref-y-1236201,ref-b-396254
ref-y-1236492,ref-b-399121
ref-y-1236492,ref-b-399121
ref-y-1239059,ref-b-1331070
ref-y-1239059,ref-b-1314199
ref-y-1239059,ref-b-8028958
ref-y-1242743,ref-b-1303386
ref-y-1247437,ref-b-1355049
ref-y-1248223,ref-b-2059368
ref-y-1248693,ref-b-1355160
ref-y-1310773,ref-b-1487886
ref-y-1319326,ref-b-1509976
ref-y-1319326,ref-b-1509976
ref-y-1329686,ref-b-1527665
ref-y-1329686,ref-b-7362578
ref-y-1365394,ref-b-51235
ref-y-1365394,ref-b-1454905
ref-y-1365394,ref-b-1454905
ref-y-1402840,ref-b-1832352
ref-y-1403267,ref-b-1833513
ref-y-1403378,ref-b-1833513
ref-y-1410537,ref-b-1745584
ref-y-1410706,ref-b-1745584
ref-y-1430985,ref-b-1787303
ref-y-1430985,ref-b-1788199
ref-y-1435096,ref-b-1784701
ref-y-1439032,ref-b-1810817
ref-y-1440416,ref-b-8363832
ref-y-1440694,ref-b-8364009
ref-y-1445536,ref-b-1818435
ref-y-1445536,ref-b-7168726
ref-y-1445536,ref-b-7168726
ref-y-1451504,ref-b-1842121
ref-y-1451504,ref-b-1842121
ref-y-1454893,ref-b-6910845
ref-y-1457613,ref-b-6956674
ref-y-1458168,ref-b-6958262
ref-y-1458339,ref-b-6958492
ref-y-1463703,ref-b-1794380
ref-y-1464409,ref-b-7482688
ref-y-1472867,ref-b-1770418
ref-y-1474466,ref-b-7040927
ref-y-1477408,ref-b-1899820
ref-y-1490155,ref-b-1948693
ref-y-1502363,ref-b-8101557
ref-y-1511880,ref-b-3162117
ref-y-1512201,ref-b-3162533
ref-y-1512201,ref-b-3162533
ref-y-1519191,ref-b-7464456
ref-y-1521021,ref-b-6577683
ref-y-1537181,ref-b-7340100
ref-y-1539768,ref-b-1787303
ref-y-1539768,ref-b-1788199
ref-y-1540605,ref-b-1787303
ref-y-1540605,ref-b-1788136
ref-y-1540963,ref-b-1788511
ref-y-1543630,ref-b-7425142
ref-y-1547693,ref-b-1838140
ref-y-1548879,ref-b-1831411
ref-y-1549513,ref-b-6795780
ref-y-1551105,ref-b-6797942
ref-y-1555291,ref-bible-1075599
ref-y-1555291,ref-b-1916312
ref-y-1559954,ref-b-7448911
ref-y-1578353,ref-b-1971288
ref-y-1589392,ref-b-2003409
ref-y-1589392,ref-b-2003409
ref-y-1616426,ref-b-8475793
ref-y-1616426,ref-b-2093672
ref-y-1620947,ref-b-2101030
ref-y-1624829,ref-b-2107817
ref-y-1654544,ref-b-6026173
ref-y-1665469,ref-b-3611318
ref-y-1673675,ref-b-2269174
ref-y-1673675,ref-b-2269174
ref-y-1709038,ref-b-2176022
ref-y-1709648,ref-b-2180979
ref-y-1736984,ref-b-2240330
ref-y-1744610,ref-bible-108531
ref-y-1775371,ref-b-2423336
ref-y-1790032,ref-b-2452369
ref-y-1807378,ref-b-246305
ref-y-1807378,ref-b-245792
ref-y-1816541,ref-b-2300384
ref-y-1818800,ref-b-2483344
ref-y-1818800,ref-b-8149475
ref-y-1818800,ref-b-2483344
ref-y-1825583,ref-bible-1026051
ref-y-1867328,ref-b-2527427
ref-y-1872275,ref-b-1817577
ref-y-1878609,ref-b-7127668
ref-y-1939990,ref-b-2793700
ref-y-1941723,ref-b-2806612
ref-y-1942359,ref-b-2807264
ref-y-1958195,ref-b-2180979
ref-y-1959378,ref-b-2180248
ref-y-1959975,ref-b-2180649
ref-y-1962404,ref-b-3082735
ref-y-1965332,ref-b-4123593
ref-y-1976623,ref-b-2838407
ref-y-1976642,ref-b-1325904
ref-y-1976623,ref-b-2838407
ref-y-1976642,ref-b-3999233
ref-y-1981836,ref-b-8680395
ref-y-1994920,ref-b-2657143
ref-y-2022699,ref-b-90675
ref-y-2022699,ref-b-2725832
ref-y-2023419,ref-b-2724372
ref-y-2023419,ref-b-2724372
ref-y-2027125,ref-b-2713120
ref-y-2032693,ref-b-2741662
ref-y-2037129,ref-b-2735738
ref-y-2038409,ref-b-2736440
ref-y-2038409,ref-bible-587581
ref-y-2053733,ref-b-2868880
ref-y-2065494,ref-b-2882214
ref-y-2125013,ref-b-3033752
ref-y-2128313,ref-b-836010
ref-y-2129465,ref-b-3059249
ref-y-2145100,ref-b-839139
ref-y-2145100,ref-b-839139
ref-y-2177249,ref-b-3155674
ref-y-2191838,ref-b-3175090
ref-y-2195763,ref-b-7238400
ref-y-2199391,ref-b-740316
ref-y-2205531,ref-b-3487910
ref-y-2205531,ref-b-3195908
ref-y-2205531,ref-b-3487910
ref-y-2214602,ref-b-8661738
ref-y-2225624,ref-bible-720606
ref-y-2233415,ref-b-5217359
ref-y-2238770,ref-b-3246477
ref-y-2238770,ref-b-3246477
ref-y-2256488,ref-b-3926262
ref-y-2267872,ref-b-7351072
ref-y-2267872,ref-b-7400290
ref-y-2271399,ref-b-3966025
ref-y-2289867,ref-b-4660644
ref-y-2289867,ref-b-4660644
ref-y-2290488,ref-b-3985180
ref-y-2294041,ref-b-3434213
ref-y-2301801,ref-b-1319494
ref-y-2301801,ref-bible-1130049
ref-y-2302678,ref-b-1319494
ref-y-2302678,ref-bible-1130049
ref-y-2303047,ref-b-1325904
ref-y-2303047,ref-b-2838407
ref-y-2303047,ref-b-2838407
ref-y-2303047,ref-b-3999233
ref-y-2307423,ref-b-3983485
ref-y-2317507,ref-b-4010008
ref-y-2324956,ref-b-4011120
ref-y-2330156,ref-b-1831411
ref-y-2330156,ref-b-6798439
ref-y-2330910,ref-b-6795780
ref-y-2330910,ref-b-6795780
ref-y-2332489,ref-b-6797942
ref-y-2335968,ref-b-4046712
ref-y-2335968,ref-b-4046712
ref-y-2336922,ref-b-4047426
ref-y-2336922,ref-b-4047426
ref-y-2350224,ref-bible-77716
ref-y-2350536,ref-bible-284303
ref-y-2356813,ref-b-4075921
ref-y-2357222,ref-b-5963504
ref-y-2367019,ref-b-3285721
ref-y-2367019,ref-b-3285721
ref-y-2392711,ref-b-3326978
ref-y-2421617,ref-b-3386730
ref-y-2425606,ref-b-5450248
ref-y-2427678,ref-b-5223218
ref-y-2435404,ref-b-5827733
ref-y-2435404,ref-b-5864521
ref-y-2438326,ref-b-3741613
ref-y-2438326,ref-b-3741613
ref-y-2454235,ref-b-5821266
ref-y-2454321,ref-b-2440521
ref-y-2517508,ref-b-3676080
ref-y-2531054,ref-b-3626844
ref-y-2531054,ref-b-3776648
ref-y-2552081,ref-b-3676080
ref-y-2560175,ref-b-3694334
ref-y-2570437,ref-b-51235
ref-y-2570437,ref-b-1454905
ref-y-2574815,ref-b-8490035
ref-y-2574815,ref-b-3712068
ref-y-2590463,ref-b-3661457
ref-y-2595243,ref-b-3743002
ref-y-2596036,ref-b-3744378
ref-y-2617505,ref-b-1140427
ref-y-2633944,ref-b-4365747
ref-y-2647886,ref-b-8224003
ref-y-2654356,ref-b-4218177
ref-y-2654630,ref-b-4218177
ref-y-2700217,ref-bible-1500293
ref-y-2727574,ref-b-3626844
ref-y-2727574,ref-b-3776648
ref-y-2737789,ref-b-3887835
ref-y-2738359,ref-b-3887874
ref-y-2749901,ref-b-3811869
ref-y-2767873,ref-b-2857422
ref-y-2773735,ref-b-1412258
ref-y-2773735,ref-b-3840199
ref-y-2796064,ref-b-3869011
ref-y-2816856,ref-b-6119814
ref-y-2816856,ref-b-6119814
ref-y-2822087,ref-b-4393777
ref-y-2827900,ref-b-2882205
ref-y-2844447,ref-b-4435169
ref-y-2846587,ref-b-3964890
ref-y-2863012,ref-b-5888781
ref-y-2866044,ref-b-2242032
ref-y-2866165,ref-b-8101572
ref-y-2866623,ref-b-3493819
ref-y-2886072,ref-b-4565897
ref-y-2886072,ref-b-4566722
ref-y-2886072,ref-b-4565897
ref-y-2886072,ref-b-5853406
ref-y-2886072,ref-b-5853406
ref-y-2896856,ref-b-3489030
ref-y-2943015,ref-b-3927780
ref-y-2952627,ref-b-4680932
ref-y-2953191,ref-b-4681397
ref-y-2961175,ref-b-4717887
ref-y-2961175,ref-b-4717887
ref-y-2961450,ref-b-4719730
ref-y-2961450,ref-b-4719730
ref-y-3012578,ref-b-5646974
ref-y-3020790,ref-b-4613696
ref-y-3030623,ref-b-5183883
ref-y-3030623,ref-b-5183883
ref-y-3031680,ref-b-5190933
ref-y-3031680,ref-b-5190933
ref-y-3032693,ref-b-5202939
ref-y-3032693,ref-b-5202939
ref-y-3039388,ref-b-3493811
ref-y-3052056,ref-b-5331778
ref-y-3054724,ref-b-5327313
ref-y-3056940,ref-b-5347351
ref-y-3057267,ref-b-5347351
ref-y-3057285,ref-b-5347351
ref-y-3071033,ref-b-6004443
ref-y-3107456,ref-b-5779182
ref-y-3109255,ref-b-5789952
ref-y-3120117,ref-b-5850861
ref-y-3124878,ref-b-5888781
ref-y-3124878,ref-b-4476238
ref-y-3126243,ref-b-5896704
ref-y-3132346,ref-b-5935753
ref-y-3132346,ref-b-5935753
ref-y-3136021,ref-b-5946015
ref-y-3136930,ref-b-5946805
ref-y-3137385,ref-b-5947185
ref-y-3137385,ref-b-5947185
ref-y-3137385,ref-b-5947583
ref-y-3143281,ref-b-3611318
ref-y-3145080,ref-b-5965015
ref-y-3145080,ref-b-5965015
ref-y-3146294,ref-b-5967728
ref-y-3146294,ref-b-5967728
ref-y-3147351,ref-b-51235
ref-y-3147351,ref-b-51235
ref-y-3159055,ref-b-6272879
ref-y-3159770,ref-b-5991124
ref-y-3160199,ref-b-5987102
ref-y-3160199,ref-b-5987102
ref-y-3160548,ref-b-5987102
ref-y-3161308,ref-b-5986769
ref-y-3161308,ref-b-5986769
ref-y-3161308,ref-b-5987102
ref-y-3161575,ref-b-5986769
ref-y-3161575,ref-b-5987102
ref-y-3203578,ref-b-6077786
ref-y-3210927,ref-b-3387015
ref-y-3229653,ref-b-8341874
ref-y-3258603,ref-b-6217524
ref-y-3265283,ref-bible-334876
ref-y-3272594,ref-b-1948693
ref-y-3280448,ref-b-864276
ref-y-3289380,ref-bible-348384
ref-y-3290564,ref-b-6381203
ref-y-3293073,ref-b-5991124
ref-y-3296868,ref-b-4017897
ref-y-3300150,ref-b-6390748
ref-y-3300150,ref-bible-725124
ref-y-3301125,ref-b-6373186
ref-y-3302979,ref-b-6409536
ref-y-3314322,ref-bible-920165
ref-y-3316080,ref-b-5777554
ref-y-3316913,ref-b-4660644
ref-y-3316918,ref-b-4660644
ref-y-3344204,ref-b-1948693
ref-y-3344204,ref-b-1948693
ref-y-3350242,ref-b-8420184
ref-y-3383799,ref-b-3811869
ref-y-3399472,ref-b-3347324
ref-y-3426898,ref-b-1144838
ref-y-3427149,ref-b-1144838
ref-y-3432860,ref-b-6593195
ref-y-3443070,ref-b-6612969
ref-y-3534329,ref-b-6794920
ref-y-3549393,ref-b-6805787
ref-y-3549477,ref-b-6806391
ref-y-3554039,ref-b-8513534
ref-y-3554039,ref-b-8513534
ref-y-3578669,ref-b-8691156
ref-mek-5401,ref-sifra-10106
ref-mek-8090,ref-b-2037899
ref-mek-16717,ref-sifre-n-160055
ref-mek-16717,ref-sifre-n-160055
ref-mek-17904,ref-sifre-n-253128
ref-mek-18385,ref-sifre-n-253332
ref-mek-18401,ref-sifre-n-88867
ref-mek-18401,ref-sifre-n-88867
ref-mek-18401,ref-sifre-n-253710
ref-mek-22322,ref-b-1400536
ref-mek-25355,ref-sifre-n-28944
ref-mek-25688,ref-sifre-n-29337
ref-mek-28995,ref-sifre-n-259090
ref-mek-29822,ref-sifra-575380
ref-mek-30584,ref-b-1355160
ref-mek-31695,ref-sifre-n-12577
ref-mek-31695,ref-sifre-n-85349
ref-mek-31695,ref-sifre-n-12577
ref-mek-31695,ref-sifre-n-85349
ref-mek-32325,ref-sifre-n-259090
ref-mek-41092,ref-sifre-n-224685
ref-mek-42586,ref-bible-1224836
ref-mek-52173,ref-sifre-d-158241
ref-mek-52181,ref-sifre-d-158241
ref-mek-52880,ref-bible-782462
ref-mek-54694,ref-y-1867196
ref-mek-54694,ref-b-2527281
ref-mek-55346,ref-sifre-n-115771
ref-mek-55888,ref-y-1745584
ref-mek-55888,ref-y-1745584
ref-mek-55898,ref-sifre-n-116260
ref-mek-55898,ref-sifre-n-292750
ref-mek-55898,ref-sifre-n-116260
ref-mek-56762,ref-sifre-n-205085
ref-mek-60688,ref-sifre-n-95835
ref-mek-61912,ref-sifre-n-96145
ref-mek-62694,ref-sifre-n-189037
ref-mek-62694,ref-sifre-n-189037
ref-mek-62694,ref-sifre-n-189037
ref-mek-64586,ref-b-64014
ref-mek-64586,ref-y-30529
ref-mek-65487,ref-sifre-d-165985
ref-mek-65487,ref-sifre-d-165985
ref-mek-65487,ref-y-28191
ref-mek-65699,ref-y-30508
ref-mek-66110,ref-y-145581
ref-mek-67469,ref-y-842044
ref-mek-68819,ref-bible-1014135
ref-mek-70103,ref-sifre-n-259090
ref-mek-70693,ref-sifra-575380
ref-mek-72840,ref-y-1380845
ref-mek-73176,ref-sifre-d-48996
ref-mek-73378,ref-sifre-d-49110
ref-mek-74167,ref-sifre-d-49910
ref-mek-74353,ref-sifre-d-50183
ref-mek-74353,ref-sifre-d-50183
ref-mek-79865,ref-sifre-n-190378
ref-mek-79865,ref-sifre-n-190853
ref-mek-79865,ref-sifre-n-190378
ref-mek-79865,ref-sifre-n-190853
ref-mek-86538,ref-b-3952671
ref-mek-86832,ref-sifre-n-144958
ref-mek-86832,ref-y-2262436
ref-mek-88975,ref-bible-464244
ref-mek-89743,ref-sifre-n-111387
ref-mek-89743,ref-sifre-n-111387
ref-mek-90101,ref-sifre-n-111601
ref-mek-91974,ref-bible-1097526
ref-mek-95560,ref-bible-839230
ref-mek-103537,ref-y-83376
ref-mek-103883,ref-b-5805098
ref-mek-104503,ref-bible-1540689
ref-mek-106653,ref-bible-726384
ref-mek-107027,ref-y-2328846
ref-mek-107496,ref-y-1621603
ref-mek-107496,ref-y-1621603
ref-mek-108034,ref-y-1772558
ref-mek-109536,ref-bible-846889
ref-mek-112752,ref-bible-867724
ref-mek-120030,ref-bible-472123
ref-mek-120422,ref-b-4024721
ref-mek-126634,ref-bible-970936
ref-mek-132546,ref-bible-1217365
ref-mek-134559,ref-b-6964189
ref-mek-134559,ref-sifre-d-108893
ref-mek-134559,ref-bible-1245424
ref-mek-140133,ref-bible-780084
ref-mek-140133,ref-bible-780084
ref-mek-140596,ref-sifre-d-76792
ref-mek-141186,ref-b-6401669
ref-mek-141186,ref-bible-1317112
ref-mek-141438,ref-sifre-d-77627
ref-mek-142032,ref-sifre-d-78241
ref-mek-146911,ref-y-205302
ref-mek-147367,ref-sifre-d-358984
ref-mek-147657,ref-sifre-d-359358
ref-mek-155926,ref-sifre-n-279765
ref-mek-155926,ref-sifre-n-279765
ref-mek-156481,ref-sifre-n-114323
ref-mek-165350,ref-bible-833747
ref-mek-177501,ref-bible-330394
ref-mek-178105,ref-bible-1411071
ref-mek-192042,ref-b-1908474
ref-mek-192042,ref-b-6346509
ref-mek-194723,ref-bible-138653
ref-mek-197707,ref-b-1903084
ref-mek-198095,ref-sifre-d-376891
ref-mek-198095,ref-b-1446035
ref-mek-198190,ref-b-1448265
ref-mek-198190,ref-b-1448265
ref-mek-207192,ref-y-3451285
ref-mek-212579,ref-sifre-n-244830
ref-mek-217007,ref-sifre-d-281015
ref-mek-218400,ref-b-7124408
ref-mek-218400,ref-b-7124408
ref-mek-218628,ref-sifre-d-309230
ref-mek-222446,ref-y-2548749
ref-mek-222628,ref-b-3669413
ref-mek-223149,ref-y-174814
ref-mek-228876,ref-bible-142147
ref-mek-229937,ref-b-5991124
ref-mek-229937,ref-y-3159770
ref-mek-229937,ref-y-3293073
ref-mek-229937,ref-y-3293063
ref-mek-232429,ref-bible-659622
ref-mek-232993,ref-b-8280304
ref-mek-234620,ref-y-1633155
ref-mek-234699,ref-sifre-n-88537
ref-mek-246887,ref-b-643247
ref-mek-246887,ref-y-1031830
ref-mek-252905,ref-sifra-478756
ref-mek-254198,ref-sifre-d-356164
ref-mek-256052,ref-sifra-474457
ref-mek-256991,ref-sifre-d-80532
ref-mek-257308,ref-sifre-d-80967
ref-mek-262026,ref-b-1948430
ref-mek-262566,ref-b-1948693
ref-mek-262566,ref-y-1490155
ref-mek-262566,ref-y-3272594
ref-mek-262566,ref-y-3344204
ref-mek-262566,ref-y-3344204
ref-mek-262566,ref-y-1490155
ref-mek-262566,ref-y-1490155
ref-mek-262566,ref-y-3272853
ref-mek-262843,ref-y-3344204
ref-mek-262843,ref-b-1948693
ref-mek-267231,ref-b-4492118
ref-mek-270257,ref-sifra-1723
ref-mek-276714,ref-sifre-d-41549
ref-mek-276714,ref-sifre-d-41549
ref-mek-276940,ref-sifre-d-41838
ref-mek-276940,ref-sifre-d-41838
ref-mek-277248,ref-sifre-d-42150
ref-mek-277248,ref-sifre-d-42150
ref-mek-277414,ref-sifre-d-42483
ref-mek-277595,ref-b-16468
ref-mek-277903,ref-sifre-d-43104
ref-mek-282631,ref-sifra-521039
ref-mek-285386,ref-sifre-n-281072
ref-mek-295871,ref-y-2840384
ref-mek-304240,ref-b-6141389
ref-mek-304240,ref-sifra-514654
ref-mek-305756,ref-b-6141389
ref-mek-305756,ref-sifra-514654
ref-mek-305756,ref-b-6141389
ref-mek-306757,ref-b-5419940
ref-mek-306757,ref-b-7722166
ref-mek-306757,ref-b-6261644
ref-mek-306757,ref-sifra-512914
ref-mek-307247,ref-sifra-513130
ref-mek-307247,ref-sifra-513130
ref-mek-307247,ref-sifra-513130
ref-mek-308141,ref-sifra-513779
ref-mek-308658,ref-sifre-n-5892
ref-mek-308658,ref-sifre-n-5892
ref-mek-309736,ref-sifre-d-237047
ref-mek-316635,ref-sifre-n-190378
ref-mek-316635,ref-sifre-n-190853
ref-mek-316635,ref-sifre-n-190378
ref-mek-316635,ref-sifre-n-190853
ref-mek-333773,ref-sifre-d-237047
ref-mek-340596,ref-b-4933510
ref-mek-342000,ref-sifre-n-190378
ref-mek-342000,ref-sifre-n-190853
ref-mek-342000,ref-sifre-n-190378
ref-mek-342000,ref-sifre-n-190853
ref-mek-342642,ref-y-3132346
ref-mek-348360,ref-sifre-d-243292
ref-mek-349806,ref-b-6198224
ref-mek-350529,ref-sifra-518498
ref-mek-350529,ref-sifra-516445
ref-mek-354715,ref-bible-852953
ref-mek-357126,ref-b-5329191
ref-mek-360057,ref-sifre-n-189037
ref-mek-360057,ref-sifre-n-189037
ref-mek-360361,ref-sifre-n-189037
ref-mek-364306,ref-sifre-d-224393
ref-mek-365259,ref-sifre-d-225718
ref-mek-371598,ref-b-2996956
ref-mek-371598,ref-b-2996996
ref-mek-374429,ref-sifre-d-40031
ref-mek-377394,ref-b-817795
ref-mek-377394,ref-sifre-d-142040
ref-mek-381170,ref-b-1945611
ref-mek-387672,ref-sifre-n-88867
ref-mek-387672,ref-sifre-n-253332
ref-sifra-1814,ref-y-1135708
ref-sifra-2096,ref-b-7988363
ref-sifra-3459,ref-b-6949486
ref-sifra-11488,ref-b-2819332
ref-sifra-13581,ref-b-8317008
ref-sifra-13581,ref-b-8317008
ref-sifra-14009,ref-b-8317427
ref-sifra-14393,ref-b-8317861
ref-sifra-14939,ref-b-7150150
ref-sifra-15295,ref-b-4807178
ref-sifra-15295,ref-b-8318588
ref-sifra-23884,ref-b-6904505
ref-sifra-24225,ref-b-6905361
ref-sifra-24703,ref-sifre-n-99689
ref-sifra-24703,ref-sifre-n-99689
ref-sifra-25089,ref-b-6849359
ref-sifra-25089,ref-y-1396660
ref-sifra-25089,ref-y-1874216
ref-sifra-25089,ref-y-3540110
ref-sifra-26204,ref-b-6961459
ref-sifra-26766,ref-sifre-d-124832
ref-sifra-28554,ref-y-1405327
ref-sifra-29590,ref-y-1415631
ref-sifra-30628,ref-b-8501524
ref-sifra-30841,ref-b-7203850
ref-sifra-30841,ref-b-7203850
ref-sifra-31664,ref-sifre-d-125169
ref-sifra-31664,ref-b-7034284
ref-sifra-31664,ref-b-7757635
ref-sifra-33962,ref-b-6947978
ref-sifra-34096,ref-b-7313801
ref-sifra-34823,ref-b-1724480
ref-sifra-34748,ref-b-6976344
ref-sifra-37175,ref-sifre-d-251710
ref-sifra-37175,ref-sifre-d-251710
ref-sifra-38631,ref-b-7547120
ref-sifra-38969,ref-b-7547805
ref-sifra-38969,ref-b-7547805
ref-sifra-40016,ref-b-6991331
ref-sifra-41130,ref-b-6992112
ref-sifra-41130,ref-b-6992112
ref-sifra-41450,ref-b-6992345
ref-sifra-41825,ref-b-6992682
ref-sifra-41825,ref-b-7442584
ref-sifra-46790,ref-b-3785874
ref-sifra-49729,ref-b-7168726
ref-sifra-49729,ref-y-1445536
ref-sifra-49729,ref-b-1818435
ref-sifra-53585,ref-b-7334912
ref-sifra-53807,ref-b-7334303
ref-sifra-54183,ref-b-7370993
ref-sifra-54183,ref-b-7370993
ref-sifra-55202,ref-b-7370455
ref-sifra-55202,ref-b-7370455
ref-sifra-55747,ref-b-7372380
ref-sifra-56938,ref-b-7325265
ref-sifra-57568,ref-b-7325728
ref-sifra-57568,ref-b-7325710
ref-sifra-58194,ref-b-7325965
ref-sifra-58490,ref-b-7326143
ref-sifra-58860,ref-b-7326925
ref-sifra-59315,ref-b-7327628
ref-sifra-59315,ref-b-7327558
ref-sifra-59315,ref-b-7327628
ref-sifra-60418,ref-y-993667
ref-sifra-60418,ref-b-7311628
ref-sifra-60418,ref-y-993916
ref-sifra-60418,ref-y-2766930
ref-sifra-60418,ref-y-3241102
ref-sifra-61068,ref-b-7320122
ref-sifra-61068,ref-b-7320122
ref-sifra-61375,ref-y-995293
ref-sifra-61375,ref-y-995293
ref-sifra-61864,ref-b-7400885
ref-sifra-61864,ref-b-7400885
ref-sifra-62944,ref-b-7197455
